id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID,geometry,index_right,NUTS_ID,LEVL_CODE,CNTR_CODE,NAME_LATN,NUTS_NAME,MOUNT_TYPE,URBN_TYPE,COAST_TYPE,FID,zone,Fuelprice,specCO2EM
4404,Wiesengrund,Natural Gas,Steam Turbine,CHP,Germany,22.1,0.3773,1993.0,1993.0,,50.9815566,10.2905599,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1505'}, 'GEM': {'L400282'}}",POINT (4341405.065310694 3096731.302071956),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,20.0,500
4527,Staudinger,Natural Gas,CCGT,PP,Germany,1132.0,,,,,51.165691,10.451526,,0.0,0.0,0.0,{'11WD2STAU0001800'},{'ENTSOE': {'11WD2STAU0001800'}},POINT (4352583.158750704 3117272.895861049),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,20.0,500
6087,Bad Salzungen,Natural Gas,Steam Turbine,CHP,Germany,9.7,0.3784,1994.0,1994.0,,50.800266,10.220563,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1105'}},POINT (4336549.861495762 3076546.8395422706),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,20.0,500
6112,Biomassekraftwerk Bischofferode,Bioenergy,Steam Turbine,PP,Germany,18.1,0.38,2005.0,2005.0,,51.48993,10.41307,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0103'}},POINT (4349689.945059869 3153329.394977354),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,40.0,200
6128,Bohrhugel,Natural Gas,Steam Turbine,CHP,Germany,13.5,0.3794999999999999,1995.0,1995.0,,50.6315,10.69866,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1264'}},POINT (4370433.1478253 3057985.9130641036),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,20.0,500
6215,Gm,Natural Gas,Steam Turbine,PP,Germany,10.0,0.4048,2018.0,2018.0,,50.812318,10.2320784,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1927'}},POINT (4337357.4798879465 3077890.0212326786),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,20.0,500
6330,Lusan,Natural Gas,Steam Turbine,CHP,Germany,17.3,0.4048,2018.0,2018.0,,50.877230100000006,12.0796208,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1925'}},POINT (4467350.653951943 3087164.8510296736),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,20.0,500
6429,Restabfallbehandlungsanlage,Waste,Steam Turbine,PP,Germany,12.1,0.33,2007.0,2007.0,,50.63879437,10.68695146,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1286'}},POINT (4369597.195468478 3058789.4452704648),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,80.0,400
6491,Tinz,Natural Gas,Steam Turbine,CHP,Germany,22.1,0.4048,2018.0,2018.0,,50.877230100000006,12.0796208,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1926'}},POINT (4467350.653951943 3087164.8510296736),DEG,DEG,1,DE,Thüringen,Thüringen,0.0,0,0,DEG,North,20.0,500
247,Buschhaus,Lignite,Steam Turbine,PP,Germany,352.0,0.3639999999999999,1985.0,2002.0,2020.0,52.1724,10.9768,,0.0,0.0,0.0,{'11WD2BUSC0002637'},"{'BEYONDCOAL': {'BEYOND-DE-126'}, 'ENTSOE': {'11WD2BUSC0002637'}, 'OPSD': {'BNA0439'}, 'GEM': {'G101134'}, 'GEO': {'GEO-43185'}}",POINT (4387824.655145703 3229630.7377782944),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,10.0,900
478,Mehrum,Hard Coal,Steam Turbine,PP,Germany,691.4527174223807,,1979.0,2003.0,2021.0,52.315,10.0914,,0.0,0.0,0.0,{'11WD2MEHR2CSWH-O'},"{'BEYONDCOAL': {'BEYOND-DE-130'}, 'ENTSOE': {'11WD2MEHR2CSWH-O'}, 'GEM': {'G106802'}, 'GEO': {'GEO-44476'}}",POINT (4327233.075036318 3245053.92116205),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,16.666666666666664,1100
483,Wilhelmshaven,Hard Coal,Steam Turbine,PP,Germany,726.4863217717814,,1976.0,1984.0,2021.0,53.565,8.1469,,0.0,0.0,0.0,"{'11WD2WILK000286V', '11WD2WI1K000303F'}","{'BEYONDCOAL': {'BEYOND-DE-233'}, 'ENTSOE': {'11WD2WILK000286V', '11WD2WI1K000303F'}, 'GEM': {'G110939'}, 'GEO': {'GEO-44461'}}",POINT (4198218.605018735 3385717.7182450327),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,16.666666666666664,1100
679,Wolfsburg West,Hard Coal,CCGT,CHP,Germany,282.1127087083313,0.3858196078431373,1985.0,2018.0,2022.0,52.4295,10.7683,,0.0,0.0,0.0,{'11WD2FFW-000203E'},"{'BEYONDCOAL': {'BEYOND-DE-236'}, 'ENTSOE': {'11WD2FFW-000203E'}, 'OPSD': {'BNA0286', 'BNA1868'}, 'GEM': {'L400278'}}",POINT (4373258.520598547 3258066.578434495),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,16.666666666666664,1100
1268,Emsland,Natural Gas,CCGT,CHP,Germany,1820.0,0.5000585193249864,1973.0,2010.0,,52.48187800000001,7.306658,,0.0,0.0,0.0,{'11WD7EMSL-G-KW-T'},"{'ENTSOE': {'11WD7EMSL-G-KW-T'}, 'OPSD': {'BNA0606', 'BNA0602', 'BNA0604', 'BNA0603', 'BNA0605'}, 'GEM': {'L400141'}}",POINT (4138064.363529814 3267004.860509525),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
1272,Huntorf,Natural Gas,CCGT,PP,Germany,321.0,0.3956,1978.0,2006.0,,53.18969,8.40869,,0.0,0.0,0.0,{'11WD2HUKW000298J'},"{'ENTSOE': {'11WD2HUKW000298J'}, 'OPSD': {'BNA0239'}, 'GEM': {'L400183'}}",POINT (4214634.426105901 3343548.9806925254),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
1273,Gkw Linden Gkl,Natural Gas,CCGT,CHP,Germany,230.0,0.5985,1998.0,2013.0,,52.372917,9.714194,,0.0,0.0,0.0,{'11WD2LIND5G----6'},"{'ENTSOE': {'11WD2LIND5G----6'}, 'OPSD': {'BNA0418'}, 'GEM': {'L400173'}}",POINT (4301534.74934897 3251532.795688028),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
1542,Hannover,Hard Coal,Steam Turbine,PP,Germany,276.5810869689523,,1989.0,,,52.4203,9.6476,,0.0,0.0,0.0,{'11WD2HANN5C----0'},"{'BEYONDCOAL': {'BEYOND-DE-122'}, 'ENTSOE': {'11WD2HANN5C----0'}, 'GEM': {'G103041', 'G103040'}}",POINT (4297024.937531893 3256825.0889738663),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,16.666666666666664,1100
1557,Bremen Farge,Hard Coal,Steam Turbine,PP,Germany,350.3360434940062,,1969.0,,,53.2021,8.5162,,0.0,0.0,0.0,{'11WD2FARK000287K'},"{'BEYONDCOAL': {'BEYOND-DE-35'}, 'ENTSOE': {'11WD2FARK000287K'}, 'GEM': {'G101048'}}",POINT (4221847.859407874 3344777.5351748555),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,16.666666666666664,1100
2226,Wolfsburg North,Hard Coal,Steam Turbine,PP,Germany,129.0711739188444,,2000.0,,2022.0,52.4317,10.787,,0.0,0.0,0.0,"{nan, nan}","{'BEYONDCOAL': {'BEYOND-DE-234'}, 'GEM': {'G110962', 'G110961'}}",POINT (4374527.748468916 3258324.95790333),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,16.666666666666664,1100
2234,Braunschweig,Hard Coal,Steam Turbine,PP,Germany,71.9110826119276,,1984.0,,,52.278,10.5147,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-DE-33'}, 'GEM': {'G101044'}}",POINT (4356129.140066623 3241057.085229007),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,16.666666666666664,1100
4106,Kwk Aos Gmbh,Natural Gas,Steam Turbine,CHP,Germany,30.72,0.4112,2012.0,2012.0,,53.65752,9.50198,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1437'}, 'GEM': {'L400113'}}",POINT (4288070.304989762 3394557.6308514546),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
4114,Mitte,Natural Gas,CCGT,CHP,Germany,94.0,0.5476595744680851,1971.0,2010.0,,52.278611,10.514722,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0135', 'BNA0136'}, 'GEM': {'L101910'}}",POINT (4356130.159319193 3241125.0814175513),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
4115,Nord,Natural Gas,Steam Turbine,CHP,Germany,25.0,0.289,1965.0,1965.0,,52.278611,10.514722,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0137'}, 'GEM': {'L400124'}}",POINT (4356130.159319193 3241125.0814175513),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
4235,Emden Gas,Natural Gas,Steam Turbine,PP,Germany,485.0,0.3172059793814433,1973.0,1973.0,,53.34217,7.206239999999999,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0245b', 'BNA0245a'}, 'GEM': {'L400140'}}",POINT (4134956.7204146916 3362933.668029843),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
4259,Enertec Hameln,Bioenergy,Steam Turbine,PP,Germany,14.5,0.38,1913.0,2002.0,,52.09875,9.38821,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0408'}, 'GEM': {'G200228'}}",POINT (4279076.4669588255 3221163.7197826733),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,40.0,200
4333,Pkv,Natural Gas,Steam Turbine,CHP,Germany,58.58,0.3727107203823831,1968.0,1989.0,,53.40317,8.128210000000001,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1335a', 'BNA1335b'}, 'GEM': {'L400234'}}",POINT (4196510.323078824 3367745.8027065354),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
4344,Dow Stade,Natural Gas,CCGT,CHP,Germany,157.0,0.6075,2015.0,2015.0,,53.65191970000001,9.5078665,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0918b'}, 'GEM': {'L400251'}}",POINT (4288455.2342357 3393931.764049235),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
4377,Herrenhausen Kwh,Natural Gas,CCGT,PP,Germany,100.0,0.3575,1975.0,1975.0,,52.42,9.648611,,0.0,0.0,0.0,{'11WD2HERR5GKW--1'},"{'ENTSOE': {'11WD2HERR5GKW--1'}, 'OPSD': {'BNA0419'}}",POINT (4297093.557057704 3256791.3746817284),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6097,Bhkw Braunschweig,Natural Gas,Steam Turbine,CHP,Germany,10.4,0.4004,2014.0,2014.0,,52.295298,10.521672,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1677'}},POINT (4356591.142768151 3242985.209390009),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6106,Biomasse,Bioenergy,Steam Turbine,CHP,Germany,20.0,0.38,2003.0,2003.0,,53.09716,7.3954,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0775'}},POINT (4146558.893811876 3335215.0690157753),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,40.0,200
6107,Biomasse,Bioenergy,Steam Turbine,CHP,Germany,10.6,0.3799999999999999,2013.0,2013.0,,52.619274,6.8693100000000005,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0250a'}},POINT (4109040.1084105624 3283470.280422038),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,40.0,200
6129,Bomlitz,Natural Gas,Steam Turbine,CHP,Germany,12.75,0.3509,1969.0,1969.0,,52.904778,9.658513,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1524'}},POINT (4298022.088854461 3310732.088619901),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6133,Bp Werk Lingen,Natural Gas,Steam Turbine,PP,Germany,66.0,0.3806,1996.0,1996.0,,52.56060600000001,7.295164,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1509'}},POINT (4137611.3996463027 3275789.1093603796),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6170,Eew Energy From Waste Hannover Gmbh,Waste,Steam Turbine,PP,Germany,22.5,0.33,2005.0,2005.0,,52.41178,9.85297,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0417'}},POINT (4310995.049671927 3255829.1064569186),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,80.0,400
6176,Emden Biomasse,Bioenergy,Steam Turbine,PP,Germany,22.0,0.3799999999999999,2005.0,2005.0,,53.34217,7.206239999999999,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0244'}},POINT (4134956.7204146916 3362933.668029843),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,40.0,200
6183,Enertec Hameln,Waste,Steam Turbine,PP,Germany,13.2,0.33,1913.0,1913.0,,52.09875,9.38821,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0407'}},POINT (4279076.4669588255 3221163.7197826733),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,80.0,400
6217,Gottingen,Natural Gas,Steam Turbine,CHP,Germany,18.8,0.3828,1998.0,1998.0,,51.55337,9.93374,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0354'}},POINT (4316404.252171131 3160308.5602829186),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6232,Gud Anlage Drewsen,Natural Gas,CCGT,CHP,Germany,13.0,0.54,2000.0,2000.0,,52.623451,10.245655,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1450'}},POINT (4337636.128519073 3279400.7679037303),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6313,Landesbergen Biomasse,Bioenergy,Steam Turbine,PP,Germany,22.0,0.3799999999999999,2005.0,2005.0,,52.57703000000001,9.11009,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0573'}},POINT (4260671.997464991 3274576.1162270852),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,40.0,200
6314,Landesbergen Gas,Natural Gas,Steam Turbine,PP,Germany,487.0,0.3500679671457906,1973.0,1973.0,,52.54585,9.11363,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0574a', 'BNA0574b'}}",POINT (4260869.4609282045 3271103.8371023736),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6408,Pkv,Bioenergy,Combustion Engine,PP,Germany,1.92,0.4504,2006.0,2006.0,,53.40317,8.128210000000001,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1335c'}},POINT (4196510.323078824 3367745.8027065354),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,40.0,200
6455,Sigmundshall,Natural Gas,Steam Turbine,PP,Germany,11.0,0.3564,1974.0,1974.0,,52.41852,9.36815,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1285'}},POINT (4278011.633836207 3256755.565447963),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6500,Trv Buschhaus,Waste,Steam Turbine,PP,Germany,37.5,0.33,1999.0,1999.0,,52.17138,10.97637,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0438'}},POINT (4387796.765530063 3229516.85656266),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,80.0,400
6501,Turbine,Natural Gas,Steam Turbine,PP,Germany,19.3,,1962.0,1972.0,,52.2940363,8.0229623,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1864', 'BNA1865'}}",POINT (4186130.341303728 3244548.302399629),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6521,Werk Clauen,Natural Gas,Steam Turbine,PP,Germany,17.11,0.3883,2003.0,2003.0,,52.2321963,10.033285,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1499'}},POINT (4323274.116252626 3235836.8246530844),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6527,Werk Nordstemmen,Natural Gas,Steam Turbine,PP,Germany,30.6,0.3333,1953.0,1953.0,,52.16921,9.7909,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1498'}},POINT (4306693.596084926 3228848.314564909),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6530,Werkskraftwerk Sappi Alfeld,Natural Gas,Steam Turbine,PP,Germany,11.0,0.3267,1947.0,1947.0,,51.98513,9.82246,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0012b'}},POINT (4308802.88268545 3208360.308929856),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6531,Werkskraftwerk Sappi Alfeld,Bioenergy,Steam Turbine,PP,Germany,13.0,0.38,2003.0,2003.0,,51.984761,9.822831,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0012a'}},POINT (4308828.27063356 3208319.1894642226),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,40.0,200
6537,Wilhelmshaven,Oil,Steam Turbine,PP,Germany,56.0,0.3098,1973.0,1973.0,,53.565819,8.146245,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1060'}},POINT (4198177.576352363 3385809.942833518),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,100.0,800
6543,Zur Papierfabrik,Natural Gas,Steam Turbine,CHP,Germany,18.1,0.3806,1996.0,1996.0,,52.61796,7.86188,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1402'}},POINT (4176209.0262123947 3280889.866299634),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,20.0,500
6564,Wilhelmshaven New,Hard Coal,,PP,Germany,732.9398804677236,,2015.0,,,53.5788,8.1327,,0.0,0.0,0.0,{nan},{'BEYONDCOAL': {'BEYOND-DE-247'}},POINT (4197318.031750561 3387277.125443331),DE9,DE9,1,DE,Niedersachsen,Niedersachsen,0.0,0,0,DE9,North,16.666666666666664,1100
248,Jaenschwalde,Lignite,Steam Turbine,PP,Germany,2960.069004348234,0.384,1981.0,1996.0,2028.0,51.8335,14.4577,,0.0,0.0,0.0,{'11WD8JAEN1L----Z'},"{'BEYONDCOAL': {'BEYOND-DE-186'}, 'ENTSOE': {'11WD8JAEN1L----Z'}, 'OPSD': {'BNA0785', 'BNA0787', 'BNA0790', 'BNA0789', 'BNA0788', 'BNA0786'}, 'GEM': {'G104941'}, 'GEO': {'GEO-44195'}}",POINT (4628058.785160121 3200862.2554786755),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,10.0,900
253,Schwarze Pumpe,Lignite,Steam Turbine,PP,Germany,1475.423802790397,0.394,1997.0,1998.0,2038.0,51.5354,14.3538,,0.0,0.0,0.0,{'11WD8SWPU1L----5'},"{'BEYONDCOAL': {'BEYOND-DE-206'}, 'ENTSOE': {'11WD8SWPU1L----5'}, 'OPSD': {'BNA0914', 'BNA0915'}, 'GEM': {'G108885', 'G108886'}, 'GEO': {'GEO-44459'}}",POINT (4622888.901222233 3167312.560045043),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,10.0,900
1361,Cottbus,Lignite,Steam Turbine,CHP,Germany,75.61546989300784,0.3976,1999.0,1999.0,2022.0,51.7597,14.3696,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-DE-48'}, 'OPSD': {'BNA0183'}, 'GEM': {'G101716'}}",POINT (4622490.5085006775 3192296.104874936),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,10.0,900
2232,Frankfurt Oder,Lignite,Steam Turbine,PP,Germany,45.18485396045591,,1997.0,,2022.0,52.3182,14.5315,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-DE-249'}, 'GEM': {'G102787'}}",POINT (4629775.358998418 3255019.0048995805),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,10.0,900
4121,Ahrensfelde,Natural Gas,Steam Turbine,PP,Germany,150.0,0.354,1990.0,1990.0,,52.58950001,13.5586524,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0007', 'BNA0005', 'BNA0008', 'BNA0006'}, 'GEM': {'L407526'}}",POINT (4562072.435219711 3281492.959700617),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,20.0,500
4335,Potsdam Sud,Natural Gas,Steam Turbine,CHP,Germany,81.8,0.3806,1996.0,1996.0,,52.36605,13.11251,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0814'}, 'GEM': {'L400238'}}",POINT (4532940.932862438 3255262.0382571956),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,20.0,500
4339,Gud Schwarzheide,Natural Gas,CCGT,CHP,Germany,122.0,0.513,1994.0,1994.0,,51.47617,13.8891,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0893'}, 'GEM': {'L400247'}}",POINT (4591054.583349801 3158911.136004517),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,20.0,500
4369,Kirchmoser,Natural Gas,CCGT,PP,Germany,160.0,0.513,1994.0,1994.0,,52.394167,12.418056,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0130'}, 'GEM': {'L400194'}}",POINT (4485571.959016609 3256592.799781554),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,20.0,500
4371,Thyrow,Natural Gas,Steam Turbine,PP,Germany,183.5,0.3472626702997275,1987.0,1989.0,,52.23015,13.30195,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0741', 'BNA0734', 'BNA0739', 'BNA0740', 'BNA0738'}, 'GEM': {'L400259'}}",POINT (4546518.6602783995 3240721.738708362),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,20.0,500
4378,Industriekraftwerk Pck,Oil,Steam Turbine,PP,Germany,359.0,0.3824734632683658,1972.0,2011.0,,53.09818,14.23454,,0.0,0.0,0.0,{'11WD8SCHW5X----D'},"{'ENTSOE': {'11WD8SCHW5X----D'}, 'OPSD': {'BNA0894c', 'BNA0894a', 'BNA0894e', 'BNA0894b', 'BNA0894d'}}",POINT (4604482.645157657 3340468.4899821864),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,100.0,800
6101,Bhw Beeskow,Bioenergy,Steam Turbine,PP,Germany,18.3,0.38,2001.0,2001.0,,52.18269,14.25841,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0062'}},POINT (4612076.686890397 3238839.0413514357),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,40.0,200
6124,Bmkw Konigs Wusterhausen,Bioenergy,Steam Turbine,PP,Germany,17.1,0.38,2003.0,2003.0,,52.30479,13.636029999999998,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0549'}},POINT (4568898.949026004 3250105.0856834613),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,40.0,200
6172,Eew Grossraschen,Waste,Steam Turbine,PP,Germany,23.3,0.33,2007.0,2007.0,,51.5929,14.0241,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0380'}},POINT (4599703.568312095 3172389.7401256356),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,80.0,400
6178,Energieanlage,Bioenergy,Steam Turbine,PP,Germany,18.6,0.38,2002.0,2002.0,,53.148966,12.379742,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1398'}},POINT (4480197.275256688 3340460.563052109),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,40.0,200
6184,Enertrag Netz Gmbh Uw Bertikow,Bioenergy,Steam Turbine,PP,Germany,20.0,0.38,2006.0,2006.0,,53.252132,13.957019,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0090'}},POINT (4584983.479606703 3356530.442533324),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,40.0,200
6189,Eve,Waste,Steam Turbine,PP,Germany,14.5,0.33,2009.0,2009.0,,52.53505,12.36259,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1233'}},POINT (4481287.189826369 3272138.4429651164),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,80.0,400
6193,Ffo,Natural Gas,CCGT,CHP,Germany,48.0,0.5265,1997.0,1997.0,,52.346,14.546,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0284'}},POINT (4630568.088053512 3258168.851124048),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,20.0,500
6255,Ikw Rudersdorf,Waste,Steam Turbine,PP,Germany,30.0,0.33,2009.0,2009.0,,52.490280000000006,13.82987,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0855'}},POINT (4581010.565280421 3271398.4449460357),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,80.0,400
6318,Leipa Georg Leinfelder Gmbh Werk Schwedt Nord,Bioenergy,Steam Turbine,PP,Germany,13.3,0.38,1993.0,1993.0,,53.08671999999999,14.31935,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1256'}},POINT (4610229.105051332 3339529.6108689876),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,40.0,200
6449,Schwedt Gmbh Co Kg,Waste,Steam Turbine,PP,Germany,28.9,0.33,2011.0,2011.0,,53.083056000000006,14.321443,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1255'}},POINT (4610393.535842065 3339130.839047949),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,80.0,400
6506,Utb,Bioenergy,Steam Turbine,PP,Germany,16.0,0.38,2002.0,2002.0,,52.07778,13.51725,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0055'}},POINT (4562031.057286079 3224472.768486946),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,40.0,200
